TCGA-06-0675-11A-32R-A36H-07	TCGA-06-0678-11A-32R-A36H-07	TCGA-06-AABW-11A-31R-A36H-07	TCGA-06-0680-11A-32R-A36H-07	TCGA-06-0681-11A-41R-A36H-07
PATZ1	1446	1359	2916	1456	1462
PAX1	1	0	0	0	0
PAX3	2	1	0	0	2
PAX7	245	126	31	177	194
PAX8	11	22	4	39	47
PAX9	0	1	2	0	1
PBK	5	1	12	2	1
PBOV1	1	0	7	0	6
PBX3	303	555	938	268	314
PBXIP1	6625	5426	5280	6274	6471
PCDH11Y	28	794	12	998	510
PCDH12	159	275	111	226	202
PCDH15	516	348	249	627	506
PCDH18	588	403	159	476	588
PCDH19	4872	2870	464	4629	3878
PCDH20	1977	917	558	1826	2067
PCDH7	7407	5223	1889	7178	6325
PCDH8	2339	743	91	2157	1840
PCDH9	8186	6993	14434	7572	7463
PCDHA12	272	118	188	267	168
PCDHA5	774	366	187	917	539
PCDHA6	1758	593	671	945	862
PCDHAC2	3062	2139	897	3217	2273
PCDHB16	132	179	473	252	169
PCDHB18	26	24	27	27	12
PCDHB19P	14	11	11	31	13
PCDHB1	0	1	4	3	4
PCDHB2	257	147	314	189	199
PCDHB5	351	305	374	257	271
PCDHB7	171	157	259	220	219
PCDHB8	95	30	199	64	83
PCDHGA10	465	475	515	1022	467
PCDHGA1	154	140	55	171	102
PCDHGA8	10	6	25	5	3
PCDHGB2	681	613	681	821	345
PCDHGB7	781	1124	1061	1137	909
PCDHGB8P	0	1	2	1	0
PCDHGC5	8957	10961	1879	8238	5615
PCGF2	833	693	372	869	751
PCLO	9140	8915	2445	10630	6901
PCNA	902	966	2455	879	1095
PCNXL2	3999	3421	930	3977	2684
PCOLCE2	97	212	224	49	85
PCOLCE	523	227	104	424	141
PCOTH	3	6	27	7	8
PCP2	0	0	0	0	0
PCP4L1	1614	1619	456	2201	1828
PCP4	823	675	181	1086	1057
PCSK1	2880	9807	557	3684	2647
PCSK2	7848	5247	1823	7145	6745
PCTP	354	180	173	223	238
PDCD1LG2	18	7	44	5	6
PDCD1	3	10	0	3	6
PDE1A	3812	2274	2874	3679	2913
PDE1B	5521	5272	1183	5167	5269
PDE1C	495	920	3157	699	581
PDE2A	18763	16084	4308	17177	14824
PDE3A	93	60	24	73	75
PDE4A	3951	3674	1011	4379	3075
PDE4C	466	1221	92	688	419
PDE5A	210	175	132	288	220
PDE6A	4	0	3	3	2
PDE6B	355	1101	4447	472	845
PDE6C	0	0	0	0	0
PDE6G	0	1	3	2	1
PDE9A	396	433	786	469	619
PDGFC	572	464	414	528	619
PDGFRA	4171	2628	3540	4179	2800
PDIA2	355	714	4554	587	830
PDIA4	1274	2055	3035	1118	1521
PDIA5	68	68	93	89	73
PDIA6	3697	6650	5705	3870	4483
PDLIM1	474	521	77	162	199
PDLIM2	603	653	586	729	601
PDLIM3	490	902	535	572	596
PDLIM5	2798	2347	2649	3022	2362
PDLIM7	453	536	250	573	586
PDP1	9625	7969	2150	8509	7174
PDPN	618	946	701	591	721
PDSS1	75	75	156	68	89
PDX1	0	0	0	0	0
PDXP	12107	10673	3482	12272	10598
PDYN	4153	13030	4567	4708	1955
PDZD3	0	0	2	0	0
PDZD7	482	968	319	556	445
PDZK1IP1	14	3	2	2	15
PDZK1	21	15	22	23	14
PECI	1238	1433	2061	1223	1637
PECR	174	171	354	172	200
PELI2	579	494	1018	708	627
PELI3	2728	2611	1479	2737	2636
PER1	5234	2978	3672	3099	2809
PEX11A	211	117	187	180	160
PEX5L	2094	2025	4201	2556	1465
PFKFB1	1	0	2	0	2
PFKP	13299	16804	8129	15356	12333
PFN1	4121	5346	8279	4058	5152
PFN4	1	4	5	3	3
PGA4	0	0	0	0	0
PGAM2	276	231	712	261	231
PGBD5	6302	4462	3070	6076	5586
PGC	0	0	0	0	1
PGF	59	352	167	88	64
PGGT1B	429	409	487	365	379
PGLS	918	718	1493	781	899
PGM2L1	17916	14591	4112	20132	13999
PGM2	495	868	414	503	504
PGM3	434	576	814	536	480
PGM5P2	0	1	6	5	1
PGM5	288	203	282	330	324
PGPEP1L	7	5	4	3	1
PGP	2482	1926	1690	2738	2582
PHACTR1	2893	3038	633	3037	1739
PHB2	2965	2640	2987	2897	3263
PHC1	1244	1074	1578	1549	1378
PHEX	2	1	2	4	4
PHF16	136	219	1212	166	232
PHF19	722	812	2408	566	724
PHF21B	204	295	184	318	183
PHKA1	655	1050	345	720	1139
PHLDA1	2644	3400	2480	2429	3060
PHLPP2	3227	2984	1197	3442	2671
PHOX2A	0	1	0	0	0
PHYHIP	34692	29005	6364	29005	29916
PI16	322	279	1338	390	393
PI3	2	3	0	0	0
PI4KA	32491	31189	7756	31036	25790
PICK1	1734	1445	2301	1822	1833
PIF1	17	7	7	17	15
PIGF	367	345	704	379	551
PIGR	5	1	4	1	6
PIGZ	1178	966	476	1222	919
PIH1D2	40	34	24	43	27
PIK3AP1	490	412	288	316	442
PIK3CG	82	50	49	109	53
PIK3R5	210	124	141	129	202
PIK3R6	11	24	32	18	26
PILRA	95	74	239	98	164
PIP4K2A	3792	9526	53086	4403	8649
PIP5K1B	1465	674	247	1495	1449
PIP5K1C	12779	16577	4070	13083	11043
PIPOX	494	684	593	608	570
PITPNM2	4504	2891	876	4324	3437
PITPNM3	8771	6682	1147	7654	5507
PITX1	0	0	0	0	0
PITX2	0	0	0	0	0
PIWIL3	0	0	0	0	0
PKD1L2	19	48	390	39	53
PKD2L1	317	152	3	211	264
PKD2L2	0	0	0	1	0
PKLR	18	10	0	21	4
PKMYT1	13	11	12	2	11
PKN1	4241	4045	6657	4251	4075
PKN3	125	336	103	133	90
PKP1	132	128	60	166	69
PKP2	596	318	70	369	120
PL-5283	1403	1370	2346	1350	1549
PLA2G2A	8	22	0	0	0
PLA2G2D	0	0	0	0	1
PLA2G4A	341	249	163	229	270
PLA2G4D	2	4	3	21	4
PLA2R1	39	15	9	71	17
PLAC1	0	0	0	0	1
PLAC2	1085	639	227	1418	929
PLAC8	9	2	3	3	12
PLAC9	73	44	61	60	60
PLAU	38	227	68	60	231
PLBD1	50	127	55	61	43
PLCB3	530	636	639	595	490
PLCD1	1038	1051	1470	883	698
PLCD3	3538	4926	3470	3062	2524
PLCG2	275	217	282	244	241
PLCH1	1873	1979	490	2328	1450
PLCH2	3207	3115	3763	3319	2874
PLCL1	1915	2285	8617	1821	2036
PLCXD2	1402	1001	336	1414	966
PLCXD3	3513	2802	854	3728	2459
PLD1	254	1018	6040	282	765
PLD3	31349	35754	17498	32651	31189
PLEK2	4	13	2	1	6
PLEKHA1	5056	3945	6475	4823	4726
PLEKHA4	383	573	406	177	123
PLEKHA9	38	47	46	39	22
PLEKHF2	420	314	532	331	424
PLEKHG2	158	447	207	202	270
PLEKHG3	958	2902	16705	1574	2920
PLEKHG5	4439	2534	874	4220	3237
PLEKHG6	0	2	3	1	0
PLEKHG7	0	0	0	1	0
PLEKHH1	2461	7740	48173	3690	7449
PLEKHH2	236	414	150	578	408
PLEKHH3	418	449	606	566	504
PLEKHM3	4279	3726	2956	4430	3480
PLEKHN1	0	0	0	0	0
PLIN2	658	749	1191	327	548
PLIN4	561	403	776	526	516
PLIN5	231	163	206	222	164
PLK1	51	48	68	66	53
PLK2	6664	6079	2105	6859	7431
PLK4	76	60	112	88	74
PLLP	1494	4695	23712	2078	4542
PLN	45	18	11	41	74
PLOD1	1992	1913	3646	2061	2227
PLOD2	1197	1564	1527	1109	1092
PLP1	32998	250441	439101	44191	212818
PLP2	162	181	266	113	140
PLSCR1	853	964	482	424	497
PLSCR3	432	544	885	402	439
PLTP	4651	2941	2713	3867	3023
PLVAP	219	253	362	174	266
PLXNA2	6558	7895	2246	6756	5236
PLXNA3	1264	1003	2136	1659	1490
PLXNB2	4240	3830	4113	4210	3791
PM20D2	678	558	456	664	579
PMAIP1	93	135	28	48	68
PMCH	0	0	0	0	0
PMFBP1	2	3	20	3	6
PMP2	12489	14895	18224	10771	11920
PMS2L11	5	12	27	8	7
PNCK	4897	3930	1055	4749	5208
PNLDC1	39	9	190	33	45
PNMA2	31995	21598	5676	31657	31036
PNMA3	4244	2370	1030	4648	3933
PNMA5	1848	961	293	1504	1637
PNMAL1	16201	13755	5389	17354	16290
PNMAL2	12846	8096	4336	12288	12910
PNMT	350	303	126	373	205
PNOC	426	1370	181	832	589
PNPLA5	46	173	19	36	33
PNPLA7	1676	1439	1160	1570	1384
PNP	381	1654	514	568	1136
POC1A	133	72	141	111	118
PODNL1	52	48	45	38	42
PODN	329	238	221	324	228
POFUT1	1556	1556	2396	1497	1373
POLA1	356	478	861	421	350
POLD1	193	348	930	244	300
POLD2	2335	2061	3199	2141	2078
POLE2	0	4	15	3	13
POLE	339	399	654	465	556
POLG2	83	68	232	79	125
POLM	385	303	686	289	262
POLQ	8	3	8	9	8
POLR2F	1045	1258	1664	1184	1271
POLR2G	1444	1321	3194	1428	1691
POLR3A	3345	4251	1606	3594	2720
POLR3D	269	513	542	365	363
POM121L10P	15	4	12	3	16
POM121L1P	0	0	0	1	0
POM121L2	8	1	0	2	4
POM121L9P	10	8	36	6	2
PON1	8	4	14	13	18
PON2	4744	4962	6924	5267	5478
PON3	8	21	7	18	45
POP5	344	343	754	458	480
POPDC2	14	21	34	15	17
POPDC3	580	891	545	595	532
POSTN	80	21	4	16	24
POT1	835	754	1441	892	814
POU2F1	70	62	156	127	91
POU3F1	204	92	1597	238	174
POU3F2	1392	780	2138	1705	1431
POU3F4	52	35	22	60	40
POU4F1	3	6	7	3	1
POU4F2	0	0	2	0	0
POU4F3	0	0	3	0	0
POU5F1B	0	1	3	1	1
POU6F2	36	31	10	51	29
PPAP2C	159	808	5305	264	827
PPAPDC1A	122	374	620	129	210
PPAPDC1B	389	446	423	460	484
PPEF1	386	323	143	514	324
PPFIA2	4908	4229	2277	4866	3821
PPFIA3	8002	8497	2186	7296	6583
PPFIA4	5780	3952	992	6716	4926
PPIAL4G	10	15	27	11	19
PPIB	3690	4920	7710	3464	4962
PPIC	74	88	169	107	109
PPIL3	500	382	377	619	452
PPIL5	41	53	113	58	47
PPIP5K1	3796	4240	1784	4706	3324
PPL	3027	1650	552	3094	2220
PPM1E	3629	3954	1053	3680	2597
PPM1H	5175	4184	7247	5738	5517
PPM1J	379	368	124	355	359
PPP1R13B	2967	3204	1079	2703	2772
PPP1R13L	110	101	436	111	88
PPP1R14A	312	1179	8158	561	1649
PPP1R14B	361	679	528	418	464
PPP1R14C	1206	1597	529	1243	1026
PPP1R16B	11464	8141	17354	11043	9192
PPP1R1B	8369	8696	4491	8473	7635
PPP1R1C	25	17	91	24	45
PPP1R3B	137	257	383	121	171
PPP1R3F	3585	2669	2299	3379	3200
PPP2R2C	19401	17354	9485	19354	16172
PPP2R3B	248	314	701	441	522
PPP3CA	19733	15173	4945	16544	18428
PPP3CB	15684	14390	5339	14706	17106
PPP3R1	22908	18224	6639	20388	22837
PPP4C	1100	1174	1202	987	1262
PPP4R1	1569	1701	2184	1505	1664
PPP4R4	5422	2873	793	4701	3577
PPPDE1	801	929	873	746	767
PQLC3	140	89	549	126	208
PRAME	0	0	0	0	0
PRAP1	8	8	3	22	17
PRB2	8	3	1	3	3
PRC1	532	605	349	649	624
PRCD	67	195	1002	83	120
PRCP	2553	2819	2954	2921	3245
PRDM13	0	0	0	0	0
PRDM1	142	277	54	114	174
PRDM2	5728	5375	4771	5521	6374
PRDM5	128	86	58	129	82
PRDM8	2556	1833	964	2472	1938
PRDX4	687	755	1848	596	899
PREPL	33709	30601	14367	34893	31829
PRF1	9	31	20	27	48
PRG2	0	1	1	0	0
PRIC285	987	594	512	346	372
PRICKLE1	2890	2927	836	2839	2474
PRICKLE3	36	40	94	31	28
PRICKLE4	108	63	95	100	118
PRIM1	138	115	301	136	126
PRIM2	53	55	169	68	72
PRKAA2	2100	1408	479	1973	1905
PRKACB	26371	21361	21910	25697	25417
PRKACG	0	0	0	0	0
PRKAR1B	23199	20610	5321	23199	21418
PRKAR2B	5354	2992	1371	4914	4737
PRKCB	29005	24741	6974	25790	21299
PRKCD	2656	3299	1203	2227	2077
PRKCE	9517	8393	2978	10237	7615
PRKCG	12078	8591	2579	8291	8993
PRKCQ	314	591	2545	404	725
PRKCZ	9052	9815	5598	8649	8922
PRKD1	413	385	542	499	471
PRKD2	485	707	683	382	349
PRKD3	1239	1043	1099	1088	848
PRKX	935	497	654	538	377
PRLHR	29	11	4	40	27
PRMT3	644	752	1435	702	721
PRMT8	2406	2978	447	2293	1682
PRNP	40024	42808	37880	40604	43835
PROCA1	69	47	53	48	52
PROCR	52	110	76	63	106
PROC	48	23	18	58	65
PROKR2	48	29	26	68	30
PROM1	232	260	208	305	310
PROP1	0	0	0	2	0
PROS1	507	500	284	465	389
PRPF38A	1271	1547	1653	1402	1308
PRPH2	381	858	263	526	280
PRPH	8	48	33	21	16
PRPS1L1	0	1	0	0	0
PRR11	30	9	34	24	12
PRR14	1025	1083	1608	996	1042
PRR15	8	3	33	6	9
PRR18	869	1767	9686	720	1417
PRR22	51	57	165	45	61
PRRC1	999	1020	1676	1062	1051
PRRG1	1041	1522	8901	1027	1511
PRRG2	7	3	22	8	7
PRRG3	206	133	36	188	90
PRRG4	41	18	23	9	16
PRRT1	7776	4744	2794	6660	7403
PRRT2	12004	8901	2803	11008	11569
PRRT3	2661	1896	996	2549	2485
PRRX1	464	1016	1186	479	388
PRSS12	108	47	15	83	89
PRSS16	74	37	5	58	57
PRSS23	748	794	405	814	647
PRSS27	92	49	88	62	60
PRSS33	1	1	2	0	0
PRSS37	1	1	1	0	1
PRSS3	1438	914	246	1171	1126
PRSS50	3	7	7	6	4
PRSS54	0	1	1	1	1
PRSS55	2	1	3	1	3
PRTFDC1	776	893	2125	777	918
PRTG	100	59	103	118	77
PSD3	29519	24827	8874	27286	22103
PSD	23418	21059	4708	19446	19354
PSG10	0	3	15	0	1
PSG7	0	0	38	0	1
PSIMCT-1	22	32	36	18	11
PSKH1	929	958	2272	829	841
PSMB8	610	590	741	457	441
PSMB9	288	220	613	121	142
PSMC3IP	58	66	304	90	64
PSME1	1436	1551	2483	1319	1624
PSORS1C1	6	0	17	3	1
PSPH	583	583	958	499	503
PSPN	0	1	1	1	0
PSTPIP1	27	30	150	29	47
PSTPIP2	102	25	28	16	22
PTAFR	129	114	161	125	94
PTBP1	1361	1897	2312	1461	1682
PTCH1	2321	1099	2484	1959	1346
PTCRA	3	0	6	0	3
PTER	6325	9485	2140	6203	5359
PTGDS	39174	40024	116989	53086	37620
PTGER1	0	1	3	2	5
PTGER3	1201	570	62	963	1174
PTGS1	397	430	716	617	566
PTH2R	304	113	26	261	211
PTHLH	470	615	91	526	716
PTK2B	12945	8630	2576	11359	10738
PTK7	487	390	227	450	375
PTMS	10386	8297	3363	9126	9542
PTN	8819	6843	7417	8677	9643
PTP4A3	641	637	269	714	699
PTPDC1	584	944	3316	657	864
PTPN12	1625	2197	1638	1583	1778
PTPN22	8	3	7	6	9
PTPN3	2679	1390	316	2186	1856
PTPN4	1634	1185	374	1767	1088
PTPN5	7649	7449	1690	8321	7195
PTPN6	394	467	436	303	537
PTPN7	8	33	52	13	22
PTPRCAP	25	35	96	30	57
PTPRC	683	538	675	561	635
PTPRH	83	153	1314	83	116
PTPRK	5276	4342	7349	4870	4806
PTPRN2	13856	10891	3365	10198	11199
PTPRN	24906	26371	7431	24333	20282
PTPRR	2655	1997	710	2374	2491
PTPRT	8491	6897	2065	10673	6049
PTPRU	1744	1679	1615	1785	1641
PTPRVP	4	3	14	3	2
PTPRZ1	14776	17320	9880	15769	12489
PTTG1IP	5692	6181	12699	5408	5459
PTTG1	104	120	46	104	122
PTTG2	1	1	0	1	0
PTTG3P	0	0	1	0	1
PTX3	21	337	38	20	106
PUS3	210	328	331	190	313
PVRL1	5994	13695	12195	6675	6151
PVRL4	3	2	2	1	0
PVT1	16	44	24	24	21
PWWP2B	1335	1384	340	1262	1289
PXDNL	12	9	9	19	13
PXDN	490	797	460	658	572
PXK	1114	1752	6851	1347	1615
PXN	1911	2426	2406	1852	1316
PYCARD	196	106	341	133	165
PYCR1	558	567	545	502	452
PYDC1	80	41	19	41	60
PYGL	616	528	214	322	402
PYGM	2127	1038	1075	2243	1741
PYGO1	51	32	7	61	27
PYHIN1	0	0	0	1	3
PYROXD2	82	67	569	170	114
PZP	1	1	0	1	0
ProSAPiP1	15656	8285	3719	14945	13715
QDPR	6928	13445	59827	10891	13208
QPCT	791	1061	315	1170	955
QSER1	1277	1304	1831	1312	1319
R3HDM1	7746	4768	1923	8255	6962
RAB11FIP2	3826	2732	2005	3538	2892
RAB11FIP4	14501	12894	11079	13876	13244
RAB11FIP5	4797	4108	1750	4974	4081
RAB13	832	970	701	709	753
RAB15	7208	9833	1894	7600	7340
RAB20	106	154	165	63	224
RAB26	1927	1290	500	1683	1958
RAB27A	88	165	128	72	95
RAB27B	541	382	28	640	131
RAB31	6572	6835	4358	6338	6271
RAB32	132	130	301	108	169
RAB36	1458	1086	379	1317	1094
RAB37	569	284	210	585	453
RAB38	6	8	6	1	6
RAB3A	17426	13225	3916	17426	18146
RAB3B	156	192	39	193	86
RAB3C	829	469	51	1011	356
RAB3IL1	504	532	767	576	395
RAB3IP	2177	3453	2302	2572	2090
RAB40B	4395	5156	8174	3746	4338
RAB41	22	15	26	16	30
RAB42	4	1	1	4	1
RAB6B	35754	31829	8215	38903	33885
RAB7L1	1318	1100	1703	1134	1291
RAC2	106	247	108	71	99
RACGAP1	521	546	1053	558	600
RAD18	207	150	190	213	173
RAD51AP1	23	11	97	27	17
RAD51AP2	36	18	5	34	30
RAD51	6	10	18	7	9
RAD54B	73	57	52	68	82
RAD54L	30	41	74	27	28
RAET1E	2	3	5	1	1
RAET1K	0	0	1	1	0
RAET1L	6	0	0	2	1
RAG1AP1	138	263	450	149	196
RAG2	3	3	0	1	0
RAI14	171	678	1322	218	363
RALYL	2770	2712	804	2517	2620
RAMP1	2305	2134	2107	2346	2658
RAMP2	212	277	262	325	438
RANGAP1	10760	9566	10522	10418	12409
RAP1GAP2	8124	8649	2138	8387	6418
RAP1GAP	11704	18893	6537	13135	10804
RAP1GDS1	7344	6997	7340	7300	7833
RAPGEF2	10073	9625	5100	9943	7953
RAPGEF3	2118	2076	5626	2430	3146
RAPGEF4	16770	18266	9277	17954	12256
RAPGEF5	7529	7331	30889	7225	7684
RAPGEFL1	5063	3165	1166	4899	4739
RARRES1	59	21	25	25	43
RARRES3	572	379	1119	346	491
RASA4	1074	1167	1364	478	821
RASAL1	3338	5321	6123	3747	3317
RASD2	2877	1903	508	3190	2734
RASEF	2	1	0	0	0
RASGEF1A	2977	2318	1163	2587	2475
RASGEF1B	954	1045	831	925	1385
RASGRF1	8363	7735	3514	8363	5591
RASGRF2	3290	2150	1557	3422	2457
RASGRP1	3305	2990	1194	3548	2447
RASGRP4	61	19	83	27	30
RASL11B	1409	854	554	1103	1159
RASL12	889	767	1995	412	486
RASSF4	4237	3164	6328	3048	2899
RASSF9	11	4	4	9	2
RAVER1	1389	1645	2182	1237	1272
RAX	0	0	1	0	0
RBBP8	219	405	414	262	265
RBL1	86	62	220	83	57
RBM11	491	420	198	452	533
RBM24	572	450	109	526	577
RBM38	608	961	1311	697	816
RBM43	265	147	220	234	239
RBM44	9	6	5	6	6
RBM46	0	0	2	1	1
RBM47	132	75	59	66	62
RBMS1	655	995	347	597	574
RBMS2	895	585	975	711	721
RBP2	0	0	0	0	0
RBP4	1641	1171	303	1385	1673
RBP7	38	127	1573	54	115
RBPJL	0	0	0	0	0
RBPMS	169	171	184	158	153
RCAN2	10973	11019	8559	12393	13373
RCC1	30	84	54	18	27
RCC2	1721	2314	2774	1757	2197
RCN1	2499	2115	1285	2219	2514
RCN3	240	220	129	224	237
RCOR2	524	428	545	660	612
RCVRN	23	83	56	12	9
RDH10	257	949	344	295	301
RDH12	53	33	13	66	74
RDH16	3	8	57	10	15
RDH5	21	37	202	50	55
RDM1	6	0	1	2	7
RDX	3147	4681	13335	3426	4470
REC8	879	382	957	772	719
RECQL4	221	213	224	227	222
RECQL	701	767	914	708	745
REEP1	5633	6434	1976	6283	5454
REEP4	152	125	622	138	213
RELA	1512	1878	2751	1474	1702
RELL1	509	594	663	423	519
RELL2	1528	1705	540	1985	1350
RELN	4090	2589	1080	6862	5378
REM1	9	17	15	11	21
REM2	52	140	36	62	47
REN	0	0	0	0	0
REPIN1	2629	2591	4574	2707	2935
REPS2	8516	6407	6296	9238	6851
RERG	511	297	121	676	607
RESP18	27	1	6	28	45
REST	97	137	268	139	84
RETN	0	0	0	0	0
RFC4	249	226	477	274	320
RFC5	413	286	468	444	449
RFPL1S	5842	4730	939	5433	5163
RFPL1	23	18	18	68	24
RFPL2	171	55	38	236	152
RFPL4B	0	0	0	1	1
RFTN2	902	998	5171	1136	1331
RFWD3	473	574	887	387	407
RFX2	369	327	366	481	298
RFX4	1980	1761	1865	1589	1215
RFXANK	646	689	1351	697	718
RGL2	1067	1535	1769	1529	1488
RGL3	151	107	241	144	147
RGMA	4077	6569	6893	5160	3519
RGNEF	992	1126	273	1246	1009
RGS13	0	1	0	0	0
RGS14	2481	1388	402	1851	2084
RGS18	72	28	85	33	56
RGS19	538	445	492	369	409
RGS1	1498	766	639	386	1387
RGS20	816	1552	426	758	1121
RGS4	20776	19733	4001	21847	19733
RGS7BP	3958	2860	431	4197	2564
RGS7	3004	3151	865	3032	2921
RGS8	70	21	3	72	83
RGS9	195	239	276	140	165
RHBDL1	840	712	301	995	1052
RHBDL2	49	177	1700	67	164
RHBDL3	982	656	769	1150	773
RHBG	0	0	2	0	1
RHCG	176	138	68	147	126
RHEBL1	195	76	29	214	248
RHOBTB2	7782	5581	2680	7500	7318
RHOBTB3	5247	5856	6660	4579	3949
RHOC	2383	4290	3302	2591	2819
RHOD	25	20	8	21	18
RHOF	522	737	161	622	459
RHOH	24	14	22	9	21
RHOJ	279	350	217	306	350
RHOV	136	39	37	125	152
RHO	38	85	11	18	32
RIBC1	8	26	46	17	20
RICH2	4982	4874	1538	5175	4250
RIMBP2	6283	6586	1006	6600	4955
RIMKLA	3347	2077	774	3290	2557
RIMS1	4885	4094	935	4368	3244
RIMS2	3341	2754	561	3467	2071
RIMS3	18107	13597	2196	18027	16544
RIMS4	6565	5823	965	6209	4567
RIN1	1415	1329	368	1211	1177
RIN2	1592	1373	2689	1702	1822
RIN3	539	405	551	365	328
RIPK2	503	682	653	461	530
RIPK3	27	9	45	18	24
RIPK4	3	3	0	2	1
RIPPLY1	0	0	0	0	0
RIT1	727	837	1001	647	750
RLN1	0	0	0	1	0
RLTPR	2209	1626	639	2054	1935
RMI1	448	341	549	394	335
RMST	11	22	9	22	31
RNASE10	0	0	0	0	0
RNASE13	0	1	0	0	0
RNASE2	40	39	25	17	9
RNASE3	7	7	8	4	4
RNASE6	277	140	360	126	180
RNASEH2A	242	184	537	207	231
RND1	2763	2570	770	2685	3376
RND2	1886	2206	1544	1843	2235
RNF122	36	333	120	30	156
RNF125	153	325	1807	171	382
RNF128	558	1085	203	630	513
RNF135	188	124	232	168	194
RNF138P1	12	19	34	9	12
RNF151	0	0	0	0	0
RNF175	818	924	383	1269	1377
RNF180	914	816	345	1020	773
RNF19A	3802	3221	2663	3286	3124
RNF208	2929	2907	1258	2663	2934
RNF212	64	27	663	41	39
RNF220	5457	4627	11853	5305	6287
RNF39	39	49	46	48	29
RNF43	466	141	51	272	345
RNF6	3297	4157	1785	3128	3024
RNFT1	234	251	216	217	291
RNPEP	764	642	936	702	778
ROBO1	2337	2314	3519	2790	2583
ROBO4	684	990	571	640	565
ROCK1	1185	1307	1820	1118	1033
ROGDI	5182	5396	11717	5058	6064
ROMO1	647	687	975	681	818
RORB	1297	685	121	1476	662
RP1L1	6	6	11	6	4
RP2	337	278	505	230	211
RP9	154	132	326	154	175
RPE65	48	32	35	12	13
RPGRIP1	5	1	17	13	8
RPH3A	13427	13999	3900	13391	12151
RPL10A	4577	4994	5440	4378	5834
RPL10	5903	6660	9380	5598	7399
RPL11	7596	6805	12425	6935	9292
RPL12	4567	3564	5260	3766	4537
RPL13AP20	4	11	17	7	6
RPL13AP3	0	4	7	0	1
RPL13AP6	6	4	19	3	7
RPL13A	6237	6296	11260	6939	7600
RPL13	9147	8888	12210	9551	13597
RPL18A	1058	1128	1437	958	1085
RPL18	6760	6172	9192	6032	8221
RPL19P12	24	30	55	20	26
RPL19	9575	10858	15628	8993	12715
RPL21	2	3	7	6	9
RPL22L1	236	409	446	198	305
RPL23AP32	0	0	1	0	1
RPL23A	2836	2893	4571	2749	4001
RPL23P8	42	35	70	27	47
RPL23	5012	4629	5464	4504	8405
RPL24	6032	5788	6970	5464	8141
RPL27A	6843	8135	10256	6438	9437
RPL27	7586	7435	6653	7203	10188
RPL29P2	0	0	0	0	0
RPL29	3816	3371	4880	3437	4269
RPL30	5845	5720	10704	5478	8333
RPL31P11	0	0	2	2	4
RPL32	9925	10276	13814	9355	14147
RPL34	5158	5684	6610	5098	7216
RPL35A	5364	4797	5813	4906	6660
RPL35	4681	4284	5684	4115	5438
RPL36	5415	5497	5974	5214	6407
RPL37A	11637	11464	16351	10804	18184
RPL37	6190	5712	9110	5989	9022
RPL39	103	118	130	68	126
RPL3	22040	23938	23640	19635	24571
RPL41	10891	11127	12078	11091	15826
RPL4	19784	20228	24410	19033	23861
RPL5	9833	9608	11298	9000	12425
RPL6	6394	5598	6043	6388	7649
RPL7A	8345	7187	9292	7314	9711
RPL7	904	931	1005	739	1085
RPL8	11489	15045	15968	11476	14412
RPLP0P2	118	1925	103	96	106
RPLP0	5881	6628	8597	5348	6509
RPLP1	9110	7817	11273	7567	10237
RPLP2	4994	5225	7948	3930	5466
RPN2	4687	5676	5156	4572	4861
RPP25	727	599	769	871	866
RPRML	456	566	177	401	493
RPS10	3738	3359	4387	3350	3842
RPS11	10961	9861	14147	9897	14321
RPS12	6866	7075	11825	6851	9000
RPS13	3905	3712	5994	3739	5192
RPS14	7075	5839	7787	5471	7477
RPS15A	3213	3239	4603	3029	4312
RPS15	3748	4087	5504	3706	4730
RPS16	5197	5368	8375	5014	6701
RPS18	10266	9147	11977	8888	11212
RPS19	5424	5285	8112	4660	6096
RPS20	7792	7725	10641	7274	10345
RPS21	5089	4903	5971	4534	6277
RPS23	9643	7746	12167	10760	14682
RPS24	10375	10480	12551	10815	13558
RPS25	5553	5030	6935	5254	6749
RPS26P11	0	0	1	0	0
RPS27L	599	851	1366	614	857
RPS27	33	31	53	23	29
RPS28	200	8	13	193	278
RPS29	2832	2728	4485	2902	4003
RPS2P32	15	9	39	22	9
RPS2	4490	4365	5060	3709	4439
RPS3	8656	8750	12928	7969	11717
RPS4X	13014	11502	16478	10491	14800
RPS5	5002	4861	6309	4651	5343
RPS6KL1	1850	1888	1468	2048	2045
RPS6	11091	11091	17837	10111	15020
RPS8	8578	8215	11489	7740	9880
RPS9	8723	8522	11730	6985	7426
RPSAP58	5274	4713	7548	5251	6280
RPSAP9	14	15	24	20	24
RPSA	4606	5214	5553	4452	5741
RRAS2	275	320	219	285	231
RRAS	368	376	458	349	331
RREB1	363	231	232	318	191
RRM2	16	6	18	1	6
RRN3P3	206	150	62	241	129
RS1	182	137	116	131	259
RSPH4A	56	46	56	35	33
RSPH6A	0	0	0	0	0
RSPH9	126	60	15	77	98
RSPO2	2117	1159	498	1580	1925
RSPO3	455	316	105	537	307
RSU1	1329	1508	1939	1358	1230
RTBDN	633	407	148	489	409
RTKN2	70	108	40	70	89
RTL1	54	501	44	38	11
RTN1	42808	32491	13244	39750	40604
RTN2	2866	3626	1103	2661	2284
RTN3	87951	87951	51499	107128	111898
RTN4RL1	2841	2448	516	2562	2046
